Text,Label
"Keep crying, it's entertaining. [Facebook] 9362",Flaming/Trolling
This caption is a whole joke. 🤡 [Post ID: IG34011],Dissing
Why does this exist? Utter garbage. 🙄 no cap,Flaming/Trolling
Delete your account. Economic agree reduce ago garden share.,Harassment
Block me if you're scared. Blood standard century address exist.,Harassment
Reading this lowered my IQ. — Posted via Android [Comment ID: FB92032],Dissing
"Every time you post, an English teacher cries. — Posted via iPhone [Comment ID: FB45936]",Dissing
Your aesthetic is just chaos and confusion. 💀 [Post ID: IG35058],Dissing
You've officially outdone yourself—in a bad way. — Posted via iPhone [Comment ID: FB16942],Dissing
Your comment gave me brain damage. [Discord] 3594,Flaming/Trolling
Nobody cares about your opinion. [Facebook] 4910,Harassment
"Honestly, You're the worst YouTuber I've ever seen.  smh",Flaming/Trolling
"No one likes you, just quit already. [Facebook] 1001",Harassment
Is that the best roast you got? [Facebook] 6725,Flaming/Trolling
This is why I lost faith in humanity. — Posted via Web [Comment ID: FB26587],Dissing
"Your voice is so annoying, shut up. [Facebook] 4144",Harassment
You ruined my day in under 2 minutes. [Comment ID: 2350],Dissing
This is the worst thing I've ever seen. [Discord] 7713,Harassment
Even your hashtags are embarrassed. 😬 [Post ID: IG52191],Dissing
Nobody cares about your opinion. [Instagram] 9112,Harassment
"This is cringe, stop posting. [Discord] 7815",Harassment
You must be fun at parties… not. [Instagram] 7499,Flaming/Trolling
Come back when you have a real argument. [Instagram] 3978,Flaming/Trolling
"Try harder next time, clown. [Facebook] 3474",Flaming/Trolling
Imagine thinking this was okay to post. [Tweet ID: 218483],Dissing
How do you have any followers? [Instagram] 9522,Harassment
Delete your account. Create call appear fight brother person girl get raise.,Harassment
"Nice try, keyboard warrior. [Facebook] 5864",Flaming/Trolling
"Try harder next time, clown. [Instagram] 3582",Flaming/Trolling
This caption is a whole joke. 🤡 [Post ID: IG19438],Dissing
Imagine thinking you're right. Couldn't be me. (3993),Dissing
"You're not funny, you're just loud. (8094)",Dissing
"This ain't it, chief. [Tweet ID: 574710]",Dissing
Literally nobody asked. Especially image over everyone ahead theory newspaper responsibility season local.,Harassment
"You're so dumb, how do people even watch you? [Discord] 2425",Harassment
You must be fun at parties… not. [Instagram] 5002,Flaming/Trolling
Please stop. For the sake of humanity. [Comment ID: 7897],Dissing
You make the mute button feel blessed. [Tweet ID: 877533],Dissing
You're ugly and talentless. [Instagram] 9347,Harassment
"Your voice is so annoying, shut up. [Discord] 3392",Harassment
"Dude, You're trying so hard and still failing.",Flaming/Trolling
You must be fun at parties… not. [Instagram] 1469,Flaming/Trolling
You're ugly and talentless. [Instagram] 2040,Harassment
You sound like a dying animal. [Facebook] 2421,Harassment
"Bro, your takes are so bad they give me brain damage. (8635)",Dissing
Go cry somewhere else. Along action account she police son unit wait along network really actually.,Harassment
This post screams 'try hard'. 👎 [Post ID: IG65559],Dissing
"Is this satire or are you serious? Either way, yikes. [Tweet ID: 733738]",Dissing
The filter can't hide your bad content. 🚫 [Post ID: IG80511],Dissing
"Your voice is so annoying, shut up. [Instagram] 7550",Harassment
Ratio. No one's agreeing with you. (4006),Dissing
Why do you even try? You're pathetic. [Facebook] 1197,Harassment
"Try harder next time, clown. [Instagram] 4517",Flaming/Trolling
"Nice try, keyboard warrior. [Instagram] 1068",Flaming/Trolling
You're ugly and talentless. [Instagram] 6842,Harassment
"Nice try, keyboard warrior. [Instagram] 8953",Flaming/Trolling
"Nice try, keyboard warrior. [Instagram] 2282",Flaming/Trolling
"Bro, Literally no one asked for this garbage. 💀 lmao",Flaming/Trolling
You really thought this was a good take? [Discord] 6364,Flaming/Trolling
This post screams 'try hard'. 🚫 [Post ID: IG80721],Dissing
"Another day, another L from you. — Posted via Android [Comment ID: FB19877]",Dissing
"Keep crying, it's entertaining. [Facebook] 1717",Flaming/Trolling
You're ugly and talentless. [Instagram] 9732,Harassment
Please log off forever. — Posted via Web [Comment ID: FB22355],Dissing
Is that the best roast you got? [Facebook] 2470,Flaming/Trolling
You're not going viral for the right reasons. 🙃 [Post ID: IG58456],Dissing
The filter can't hide your bad content. 😬 [Post ID: IG90811],Dissing
Bold of you to speak with that IQ. (1479),Dissing
The vibes are off and so is the lighting. 👎 [Post ID: IG37088],Dissing
Why do you even try? You're pathetic. [Instagram] 7821,Harassment
You have no clue what you're talking about. Training attack sure perhaps technology discuss kitchen student question few tell.,Harassment
I showed this to my dog. He walked away. — Posted via Web [Comment ID: FB97244],Dissing
This is the worst thing I've ever seen. [Discord] 2052,Harassment
This thread is a horror story. [Tweet ID: 806337],Dissing
I can't believe I used data to read this. [Tweet ID: 985188],Dissing
Why does this even exist? — Posted via Android [Comment ID: FB93060],Dissing
You really thought this was a good take? [Instagram] 3075,Flaming/Trolling
You should be banned for this one. [Tweet ID: 120965],Dissing
Every word here is a mistake. — Posted via iPhone [Comment ID: FB43466],Dissing
Delete this while you still can. — Posted via Android [Comment ID: FB25423],Dissing
This is a crime against logic. — Posted via Android [Comment ID: FB49101],Dissing
The block button just got promoted. [Tweet ID: 925291],Dissing
You're a joke. Say until order crime take hear which ground hot strong.,Harassment
This tweet is a public service announcement on what NOT to do. [Tweet ID: 323596],Dissing
Why do you even try? You're pathetic. [Discord] 4563,Harassment
"You're so dumb, how do people even watch you? [Facebook] 7056",Harassment
Every word here is a mistake. — Posted via iPhone [Comment ID: FB71697],Dissing
Do us all a favor and never post again. Believe piece rate about society money class medical stop its education they.,Harassment
"Try harder next time, clown. [Instagram] 4716",Flaming/Trolling
You're a joke. Yeah chance trade item debate good nor hand sign.,Harassment
Literally nobody asked. Mind resource fish challenge task parent interesting.,Harassment
Congratulations on being wrong again. [Tweet ID: 186671],Dissing
"This is cringe, stop posting. [Discord] 3056",Harassment
Take the L and log off. (2326),Dissing
Absolute clown behavior. Trial feel husband movie apply.,Harassment
Did your cat walk on your keyboard? [Facebook] 3927,Flaming/Trolling
"This is cringe, stop posting. [Instagram] 4621",Harassment
Nobody cares about your opinion. [Facebook] 2787,Harassment
"Dude, Classic example of what NOT to do on YouTube.  fr",Flaming/Trolling
You really thought this was a good take? [Instagram] 5665,Flaming/Trolling
Bold of you to assume this is content. [Tweet ID: 757648],Dissing
Why do you even try? You're pathetic. [Instagram] 2421,Harassment
Take the L and log off. (9410),Dissing
"No one likes you, just quit already. [Facebook] 4344",Harassment
Come back when you have a real argument. [Instagram] 8667,Flaming/Trolling
Come back when you have a real argument. [Instagram] 9635,Flaming/Trolling
Trying hard for clout but it's not working. 🙃 [Post ID: IG90924],Dissing
"Bro, Why does this exist? Utter garbage. 💀 ngl",Flaming/Trolling
"Keep crying, it's entertaining. [Facebook] 8107",Flaming/Trolling
"You're a total loser, get a life. Raise person challenge billion point star do if ago whatever head.",Harassment
"Nice try, keyboard warrior. [Facebook] 5226",Flaming/Trolling
Nobody cares about your opinion. [Facebook] 8490,Harassment
Your comment gave me brain damage. [Instagram] 3279,Flaming/Trolling
That opinion belongs in the trash. (2988),Dissing
"Please, seek help. This tweet is tragic. [Tweet ID: 104577]",Dissing
"Keep crying, it's entertaining. [Facebook] 4841",Flaming/Trolling
You must be fun at parties… not. [Discord] 2533,Flaming/Trolling
Nobody cares about your opinion. [Facebook] 7693,Harassment
Did you really think that was a flex? LMAO. (2881),Dissing
This post screams 'try hard'. 😑 [Post ID: IG36211],Dissing
Why do you even try? You're pathetic. [Facebook] 5643,Harassment
Is that the best roast you got? [Instagram] 5222,Flaming/Trolling
"You're not funny, you're just loud. (8298)",Dissing
This is the worst thing I've ever seen. [Facebook] 3204,Harassment
"You're a total loser, get a life. Score establish west mind soon degree manage born hope down pattern build choose purpose.",Harassment
Did your cat walk on your keyboard? [Instagram] 5155,Flaming/Trolling
"You're so dumb, how do people even watch you? [Instagram] 9632",Harassment
Literally nobody asked. Energy provide dinner and all sort far positive risk however community law machine analysis purpose.,Harassment
You must be fun at parties… not. [Instagram] 1143,Flaming/Trolling
Delete this before it embarrasses you more. 🙃 [Post ID: IG89851],Dissing
How do you have any followers? [Facebook] 4326,Harassment
Come back when you have a real argument. [Instagram] 3062,Flaming/Trolling
"Try harder next time, clown. [Instagram] 9868",Flaming/Trolling
You sound like a dying animal. [Instagram] 5618,Harassment
This is the worst take I've seen all day. Book summer parent almost care high family from west themselves might.,Harassment
This is the worst thing I've ever seen. [Instagram] 9868,Harassment
You must be fun at parties… not. [Instagram] 1218,Flaming/Trolling
How do you manage to be this bad every time? — Posted via Android [Comment ID: FB45799],Dissing
"Try harder next time, clown. [Facebook] 9184",Flaming/Trolling
Congratulations on being wrong again. [Tweet ID: 718945],Dissing
"Keep crying, it's entertaining. [Discord] 7131",Flaming/Trolling
You're the reason the internet is trash. [Instagram] 6245,Flaming/Trolling
"Nice try, keyboard warrior. [Instagram] 3623",Flaming/Trolling
You out here typing like anyone cares. (7356),Dissing
You're like a glitch in the group chat. (3698),Dissing
You should be banned for this one. [Tweet ID: 395508],Dissing
Is that the best roast you got? [Discord] 6281,Flaming/Trolling
Your content is the reason the mute button exists. [Comment ID: 8736],Dissing
You really thought this was a good take? [Facebook] 7773,Flaming/Trolling
You sound like a dying animal. [Instagram] 1639,Harassment
Just say you want attention and go. — Posted via iPhone [Comment ID: FB43431],Dissing
Ratio incoming 💀 [Tweet ID: 349741],Dissing
You must be fun at parties… not. [Facebook] 2320,Flaming/Trolling
Stop embarrassing yourself. Drug board hand threat third despite line thus part though.,Harassment
Please stop tweeting. Inside usually walk TV their else.,Harassment
Imagine thinking this was okay to post. [Tweet ID: 693007],Dissing
You really tweeted this and hit send? [Tweet ID: 234927],Dissing
You're the final boss of cringe. (6943),Dissing
You really thought this was a good take? [Instagram] 5115,Flaming/Trolling
Why does this even exist? [Comment ID: 1704],Dissing
You should be banned for this one. [Tweet ID: 263354],Dissing
Nobody cares about your opinion. [Facebook] 7286,Harassment
Keep embarrassing yourself. Room near all business firm federal create.,Harassment
Imagine being this dumb. Meet western appear movie scene.,Harassment
"Your voice is so annoying, shut up. [Instagram] 9937",Harassment
"Keep crying, it's entertaining. [Discord] 8121",Flaming/Trolling
This is why I lost faith in humanity. — Posted via Android [Comment ID: FB35507],Dissing
"When talent was given out, you clearly overslept. [Comment ID: 6875]",Dissing
How do you have any followers? [Instagram] 6926,Harassment
"Nice try, keyboard warrior. [Facebook] 4423",Flaming/Trolling
You're the reason the internet is trash. [Facebook] 2977,Flaming/Trolling
